,task_name,cam_type,epochs,demo_count,max_eplens,done_count,min_distance,final_distance,dataset_type,mbsize
153,ReachObs_Random,l_shoulder,500,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.1583258752752542,0.18679653011134467,obs,40
154,ReachObs_Random,l_shoulder,500,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.1726393384965704,0.17845422587493048,obs,64
155,ReachObs_Random,l_shoulder,500,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.6219099885105598,0.8342536969371437,obs,100
156,ReachObs_Random,l_shoulder,1000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",9,0.10333262686737124,0.10831501072416708,obs,40
157,ReachObs_Random,l_shoulder,1000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",8,0.12410207958308242,0.1276579117615512,obs,64
158,ReachObs_Random,l_shoulder,1000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.1290562390830151,0.1387318347742051,obs,100
159,ReachObs_Random,l_shoulder,2000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",8,0.11590803327766538,0.1204720043338545,obs,40
160,ReachObs_Random,l_shoulder,2000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",8,0.18238106928262138,0.24446251719602943,obs,64
161,ReachObs_Random,l_shoulder,2000,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",10,0.1000612141925267,0.1000612141925267,obs,100
162,ReachObs_Random,r_shoulder,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.2952792184021478,0.3992262900534852,obs,40
163,ReachObs_Random,r_shoulder,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.40451042234129897,0.5017391916323829,obs,64
164,ReachObs_Random,r_shoulder,50,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",2,0.2985816237222737,0.33236757280302376,obs,100
165,ReachObs_Random,r_shoulder,100,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",3,0.17304294097913772,0.18768591368810703,obs,40
166,ReachObs_Random,r_shoulder,100,20,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.1762082090457638,0.20232924218731224,obs,64
